,intitule,entreprise,Type Contrat,Niveau Experience,texte
228,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
229,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
230,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
231,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
232,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
233,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
234,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
235,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
236,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
237,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
238,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
239,Stage Data Analyst H/F - Paris - Janvier 2021,Jobmania,Full-time,Entry level,"['– Vous serez en charge du traitement des données sur notre data Warehouse / notre CRM (ZOHO CRM) et notamment de la surveillance et la propreté des bases ainsi que du déploiement de processus industriels de traitement de données.– En support de notre équipe sourcing, vous utiliserez MySQL quotidiennement afin d’extraire des fournisseurs pertinents en fonction des demandes acheteurs grâce à des recherches avancées en BDD ;– Vous exportez, importez et analysez des données pour mieux piloter l’activité et alimenter les commerciaux avec de nouvelles opportunités.De plus, vous travaillerez sur deux algorithmes de matching :– Un à destination des acheteurs pour leur proposer des fournisseurs pertinents (analyse des catégories, des bases de fournisseurs existants, des sélections fournisseurs, des notes attribuées, etc.)– L’autre pour les fournisseurs afin de les guider dans leur export : l’idée est de leur proposer des clients potentiels en fonction de leurs caractéristiques !– Vous êtes étudiant.e en bac+4/5 en Cycle Ingénieur ou équivalent, et avez une première expérience en Data.– Vous avez une maîtrise avancée d’Excel (fonctions de tri, rechercheV, fuzzy matching) ainsi que de SQL.– Vous êtes reconnu.e pour votre rigueur, votre organisation et votre appétence pour la recherche et l’analyse.– Vous parlez couramment Anglais.INFOS PRATIQUES SUR L\'OFFRE- Lieu : Paris 8- Démarrage : Janvier/Février- Durée : 6 mois- Gratification : 1 000€ brut mensuels + Participation aux frais de transports en commun à hauteur de 50%Avec Jobmania, trouve ton stage, et gagne 150€ en parrainant tes amis !Recommande une offre de stage, on te verse une prime de 150 € si ton.ta filleul.e est recruté.e. Retrouve toutes les infos sur le site de Jobmania, rubrique ""Parrainage"".Our job : connecting buyers with matching suppliers.Nous mettons en relation 7 000 fournisseurs et 4 500 acheteurs (Amazon, Walmart, Carrefour, Casino, Tesco, Metro…) à travers le monde. Nous connectons les acteurs majeurs de l\'industrie FMCG quelque soit le secteur : food, drinks, wine&spirits, grocery, beauty and personal care, home care...Notre objectif est de faire se rencontrer les bons business partners, au bon moment. Comment ? En alliant les technologies ultra-innovantes, basées sur la data, et l\'expertise humaine.Nous sommes aujourd\'hui une équipe de 50 personnes, et travaillons pour le monde entier. Notre team est composée de nationalités très différentes : si vous voulez évoluer dans un environnement multi-culturel, où l\'atmosphère est très proche d\'une start-up, come join us !']"
