,intitule,nomCompteEtablissement,idNomTypeContrat,idNomNiveauExperience,texteHtmlProfil,texteHtmlEntreprise,texteHtml,salaireTexte
98,Doctorant·e Structure of Materials Group F/H,EUROPEAN SYNCHROTRON RADIATION FACILITY,101887,597151,"<p>- Diplôme universitaire ouvrant l'accès à une inscription en thèse dans l'une des universités de nos pays membres (Master 2 de Recherche, M.Sc, Diploma, Laurea, ou équivalent) en chimie, en physique, en science des matériaux, en mathématiques appliquées ou similaire.<br />- Une expérience préalable en programmation (e.g. C++, matlab, Python, etc.), en machine learning ou en acquisition comprimée sera un atout<br />- Une expérience en techniques de rayons X durs n'est PAS requise<br />- Une bonne aptitude de communication<br />- Anglais professionnel (l'anglais est la langue de travail de l'ESRF)</p>","<p>Le Synchrotron Européen, l'ESRF, est un centre de recherche scientifique international situé à Grenoble, France, et financé par 22 pays.</p><p>Sa capacité d'innovation technique, sa vision scientifique ambitieuse et l'implication de ses 700 salariés font de l'ESRF une des meilleures infrastructures de recherche dans le monde. Son accélérateur de particules produit des faisceaux de rayons X intenses qui sont utilisés par des milliers de chercheurs chaque année dans le cadre d'expériences dans des domaines variés tels que la biologie, la médecine, les sciences de l'environnement, le patrimoine culturel, la science des matériaux et la physique.</p><p>L'ESRF recrute dans le respect de l'égalité des chances et promeut la diversité dans ses équipes.</p>","<p>Sujet de thèse : Imagerie fantôme par rayons X durs<br /><br />L'imagerie par rayons X durs (radiographie et tomographie) est utilisée dans presque tous les domaines de la science pour sa capacité à démêler la structure intérieure des objets imagés. L'imagerie fantôme est une nouvelle technique d'imagerie suscitant une grande excitation et beaucoup d'attentes pour son approche de l'imagerie qui change de paradigme, et la possibilité associée de réduire les doses de radiation.<br /><br />L'imagerie fantôme par rayons X durs a été lancée à l'ESRF. Ce projet vise à continuer son développement, tout en élargissant ses domaines d'application. L'imagerie fantôme a une forte dimension informatique, et ce projet nécessitera de tirer parti des derniers développements dans le domaine (y compris l'acquisition comprimée et le machine learning).<br /><br />Vous étudierez et mettrez en oeuvre de nouvelles techniques d'imagerie fantôme par rayons X durs sur différentes lignes de lumière de l'ESRF. En collaboration avec les scientifiques, vous concevrez et réaliserez des expériences sur leurs lignes de lumière, ce qui permettra d'étendre et de consolider les applications de l'imagerie fantôme par rayons X durs. Avec l'aide des partenaires du projet, qui sont des experts de premier plan dans ce domaine, vous écrirez également les algorithmes de reconstruction d'images et traiterez les données des expériences.<br /><br />Contrat de 2 ans, potentiellement reconductible 1 an.<br /><br />Nous offrons à nos salariés une rémunération et un ensemble d'avantages visant à assurer une bonne qualité de vie et à faciliter l'installation dans la région de Grenoble lorsqu'un déménagement est nécessaire.<br /><br />La rémunération sera composée d'un salaire mensuel et de primes éventuelles selon éligibilité.</p>",29 - 29 k€ brut annuel
99,Ingénieur Développement C++ - C# F/H,Cadreo,101888,200269,"Alors si tu disposes des compétences suivantes :

- Forte expérience en développement C++ et C#.
- Environnement Windows.
- Bonne connaissance de la bibliothèque MFC.
Les connaissances suivantes sont vivement recommandées :

- Curiosité.
- Rigueur.
- Force de propositions.
Minimum 5 ans d'expérience dans le même domaine","VeoNum...Tu en a déjà entendu parler ? un peu, beaucoup, pas encore suffisamment ?

Peu importe ta réponse à la question, je te laisse poursuivre ta lecture et t'immerger dans l'environnement Human First, valeur fondamentale de l'entreprise.

VeoNum, entreprise rennaise, regroupe aujourd'hui 40 consultants dont plusieurs dotés d'un doctorat. Elle est le fruit de l'engagement de ses trois fondateurs dont les valeurs sont basées sur la bienveillance, le partage, le bien-être et l'expertise technique.

L'entreprise à taille humaine s'inscrit dans une logique de proximité en faisant preuve de convivialité et de bon sens au quotidien.

Le « Human first », notre ADN, qu'en est-il exactement ?

- C'est le choix du projet sur lequel tu vas travailler, sans aucune mobilité !.
- C'est une formation sur mesure et adaptée à ton expertise.
- C'est une bonne mutuelle, des tickets restaurant, des RTTs.
- C'est une participation aux événements régionaux (DevFest, Agile Tour...) où tu vas pouvoir te nourrir d'informations sur ton métier.
- C'est une vraie Team où on sait aussi de temps en temps laisser le travail de côté ! (Soirées, escape game, barbecue, karting...).
L'activité de l'entreprise quant à elle s'oriente sur plusieurs axes autour desquels tu pourras évoluer, et ainsi rapidement monter en compétences entre deux projets :

- La R&D, activité réalisée sous l'enseigne VeoBrain, labo interne qui travaille sur l'IA, le machine learning.
- La veille technologique sur les nouveaux Frameworks.
- Des projets réalisés pour des clients internationaux.
- Des activités autour de la vidéo en lien avec Veo-Labs qui développe des produits de streaming vidéo embarqué / Web.","VeoNum...Tu en a déjà entendu parler ? un peu, beaucoup, pas encore suffisamment ?

Peu importe ta réponse à la question, je te laisse poursuivre ta lecture et t'immerger dans l'environnement Human First, valeur fondamentale de l'entreprise.

VeoNum, entreprise rennaise, regroupe aujourd'hui 40 consultants dont plusieurs dotés d'un doctorat. Elle est le fruit de l'engagement de ses trois fondateurs dont les valeurs sont basées sur la bienveillance, le partage, le bien-être et l'expertise technique.

L'entreprise à taille humaine s'inscrit dans une logique de proximité en faisant preuve de convivialité et de bon sens au quotidien.

Le « Human first », notre ADN, qu'en est-il exactement ?

C'est le choix du projet sur lequel tu vas travailler, sans aucune mobilité !

C'est une formation sur mesure et adaptée à ton expertise,

C'est une bonne mutuelle, des tickets restaurant, des RTTs...

C'est une participation aux événements régionaux (DevFest, Agile Tour...) où tu vas pouvoir te nourrir d'informations sur ton métier

C'est une vraie Team où on sait aussi de temps en temps laisser le travail de côté ! (Soirées, escape game, barbecue, karting...)

L'activité de l'entreprise quant à elle s'oriente sur plusieurs axes autour desquels tu pourras évoluer, et ainsi rapidement monter en compétences entre deux projets :

La R&D, activité réalisée sous l'enseigne VeoBrain, labo interne qui travaille sur l'IA, le machine learning...

La veille technologique sur les nouveaux Frameworks

Des projets réalisés pour des clients internationaux,

Des activités autour de la vidéo en lien avec Veo-Labs qui développe des produits de streaming vidéo embarqué / Web

Pourquoi avons-nous besoin de toi ?

Pour renforcer une équipe de développement produit chez notre client.

Mais quel sera exactement ton rôle ?

Participer aux évolutions logicielles attendues sur ce produit.

C'est-à-dire ?

Réaliser le code source métier (moteur de règles en C++ et fonctionnel en C#) répondant aux évolutions attendues et les tests associés.",38 - 45 k€ brut annuel
100,Ingénieur Intelligence Artificielle (éditeur dans la santé) - F/H,SEYOS,101888,200269,"<p>Votre profil :<br /><br />- Vous avez une première expérience dans un domaine à forte volumétrie, le médical est un plus ;<br />- Vous avez idéalement co-écrit ou écrit un article ;<br />- La connaissance technique est un plus (Go, GIT, Docker).<br /><br />Les plus :<br /><br />- Société dynamique et en pleine croissance, <br />- Participation aux bénéfices de l'entreprise (BSPCE),<br />- Poste responsabilisant et évolutif.<br /><br />Si ce poste vous intéresse, contactez Eline LOUYA en charge de ce recrutement.</p>","<p>Seyos est un cabinet de recrutement spécialisé dans les métiers de l'IT. Nous proposons aux candidats des opportunités professionnelles uniquement au sein de clients finaux : éditeurs de logiciels, startups, DSI.</p>","<p>Notre client est un éditeur qui propose une solution innovante dans la santé. La solution logicielle accompagne les patients dans la gestion de leur état et le corps médical dans la prise en charge du patient.<br /><br />Cette société de onze collaborateurs est en pleine croissance et cherche à créer une équipe produit qui sera en charge de travailler sur la solution logicielle, et également de travailler en étroite collaboration avec l'équipe R&D.<br /><br />Poste basé à Caen<br />Environnement technique : Swift, Go, Docker, Kubernetes, Git<br />Salaire proposé en fonction de votre expérience<br /><br />Vous travaillez conjointement avec l'équipe R&D et l'équipe produit.<br /><br />Vous mettez en place vos pratiques et donnez de la valeur aux données.<br /><br />Vous participez aux phases de recherche, parcourez de nombreux domaines.<br /><br />Vos compétences théoriques seront impliquées dans les phases de recherche.</p>",35 - 45 k€ brut annuel
101,Ingénieur Intelligence Artificielle (éditeur dans la santé) - F/H,SEYOS,101888,200269,"<p>Votre profil :<br /><br />- Vous avez une première expérience dans un domaine à forte volumétrie, le médical est un plus ;<br />- Vous avez idéalement co-écrit ou écrit un article ;<br />- La connaissance technique est un plus (Go, GIT, Docker).<br /><br />Les plus :<br /><br />- Société dynamique et en pleine croissance, <br />- Participation aux bénéfices de l'entreprise (BSPCE),<br />- Poste responsabilisant et évolutif.<br /><br />Si ce poste vous intéresse, contactez Eline LOUYA en charge de ce recrutement.</p>","<p>Seyos est un cabinet de recrutement spécialisé dans les métiers de l'IT. Nous proposons aux candidats des opportunités professionnelles uniquement au sein de clients finaux : éditeurs de logiciels, startups, DSI.</p>","<p>Notre client est un éditeur qui propose une solution innovante dans la santé. La solution logicielle accompagne les patients dans la gestion de leur état et le corps médical dans la prise en charge du patient.<br /><br />Cette société de onze collaborateurs est en pleine croissance et cherche à créer une équipe produit qui sera en charge de travailler sur la solution logicielle, et également de travailler en étroite collaboration avec l'équipe R&D.<br /><br />Poste basé à Nantes (lieu à définir)<br />Environnement technique : Swift, Go, Docker, Kubernetes, Git<br />Salaire proposé en fonction de votre expérience<br /><br />Vous travaillez conjointement avec l'équipe R&D et l'équipe produit.<br /><br />Vous mettez en place vos pratiques et donnez de la valeur aux données.<br /><br />Vous participez aux phases de recherche, parcourez de nombreux domaines.<br /><br />Vos compétences théoriques seront impliquées dans les phases de recherche.</p>",35 - 45 k€ brut annuel
102,Data Engineer F/H,CAPFI VITADATA,101888,597152,"<p>Diplômé(e) d’une école d’Ingénieur, d’un Bac+5 Informatique ou Statistique/Mathématique avec une spécialisation en Big Data<br />Vous maîtrisez le développement <strong>Python et l’écosystème Hadoop, Spark, Java, Scala, R, SQL, ... </strong></p><p>Vous avez une expérience de <strong>2 ans minimum </strong>sur des projets analytics nécessitant leur implémentation en Python, Java ou C++<br />Une connaissance sur l’un des <strong>clouds AWS, Azure ou GCP est un plus</strong></p>","<p>Capfi VITADATA est la start-up du groupe Capfi spécialisée en Data Science et Big Data.<br />Capfi VITADATA accompagne ses clients grands comptes sur des projets data avec comme<br />objectifs de:<br />- Transformer leurs données en intelligence métier<br />-  Construire de manière contrôlée et évolutive leurs outils décisionnels et Big Data.<br />Nous répondons aux problématiques analytiques des Directions Marketing, Digital et Risques de nos<br />clients des secteurs Banque/Assurance, Energie, Laboratoire, Retail, Media, Telecom...<br />Et accompagnons les Directions des Systèmes d’Information sur leurs projets de développements en<br />mode agile.</p>","<p>Vous accompagnez nos clients grands Comptes sur les phases de prototypes et/ou d’industrialisation de leurs projets Big Data.<br />Selon les projets, vous pourrez intervenir sur les phases suivantes :</p><p>- Identification et formalisation de Business Cases</p><p>- Contribution au tuning des plateformes Big Data</p><p>- Conception, développement et optimisation des algorithmes de collecte et de traitement de données</p><p>- Conception, développement et optimisation des algorithmes de Machine Learning, Deep Learning</p><p>- Datavisualisation</p><p> </p><p> </p><p> </p><p> </p><p> </p>",A négocier
103,Ingénieur Big Data F/H,ATOS INTEGRATION,101888,597152,"<p><br />Diplômé(e) d’un bac+5 en informatique, vous avez 2 ans d’expérience minimum et avez une bonne maîtrise des technologies suivantes :</p><p> </p><ul><li><strong>Spark / Scala</strong> ;</li><li>Méthodes et outils DevOps (Jenkins, GIT) ;</li><li>Méthodes Agiles (Scrum, Kanban, SaFe) ;</li><li>Langues : Français (courant), Anglais (niveau professionnel).</li></ul><p><br /> <br /><br />Vous êtes créatif, passionné par l'IT ou simplement curieux d'apporter vos compétences et d'en acquérir de nouvelles ?<br /><br /> <br /><br />Vous êtes autonome et avez un excellent esprit d'équipe ?<br /><br /> <br /><br />#JoinAtosTeam !<br /><br /> </p><p> </p>","<p><br /><strong>À propos d’Atos</strong><br /><br />Atos est un leader international de la transformation digitale avec 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de 12 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le Groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos|Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.<br /> <br />La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le Groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel.<br /><br />Chez Atos, nous voulons que nos employés se sentent valorisés, appréciés et libres d'être eux-mêmes au travail. Nos process RH sont conçus pour prévenir la discrimination envers l'identité ou l'orientation sexuelle, l'âge, la neurodiversité, le handicap, la citoyenneté ou tout autre aspect qui rend nos collaborateurs uniques. Partout dans le monde, nous avons créé plusieurs programmes pour soutenir la culture inclusive d'Atos, et nous travaillons pour nous assurer que tous nos collaborateurs aient une chance égale de sentir qu'ils sont exactement là où ils doivent être.</p>","<p><br /> <br /><br /><strong>Contexte : </strong><br /><br />Au sein d’un acteur majeur du secteur télécom basé à <strong>Rennes</strong> (35), vous contribuez directement à la transformation digitale de la DSI en prenant part à de nouveaux projets à forte visibilité.<br /><br />La plupart de ces projets sont à concevoir « From Scratch » autour d’<strong>architectures innovantes et Cloud Natives</strong>, dans un environnement <strong>full agile</strong> avec transformation Safe (trains déjà lancés et d’autres à venir) et DevOps (culture et outillage notamment) en cours.<br /><br />Au sein d’une équipe d’une dizaine de personnes, vous aurez la possibilité de travailler avec toutes les métiers parties prenantes (support, supervision, IT, Business etc.) et serez au contact de Lead Tech inspirants.<br /><br /> <br /><br /><strong>Vos principales missions seront les suivantes :</strong><br /><br /> </p><p> </p><ul><li>Comprendre et maîtriser l’environnement Big Data ;</li><li>Intégrer des données en environnement Big Data, enrichissement et gestion des données ;</li><li>Analyser et challenger les user stories techniques et fonctionnelles ;</li><li>Développer et tester de nouvelles user stories ;</li><li>Rapports en anglais.</li></ul><p><br /> <br /><br /> </p><p> </p>",A négocier
104,Développeur Python F/H,GROUPAMA SUPPORTS ET SERVICES,101888,597152,"Key points:<br />- Développeur dans l'âme (avec un peu d'expérience quand même !) <br />- Axé sur les détails et la qualité<br />- Infuseur à bonne humeur<br />- Amateur de résolution de problèmes complexes<br />- Transparent & intègre <br /><br />En option : <br />- Maitrise de la recette du Ptichye Moloko au lait d'oiseau<br />- Gamer, Science fiction, eSport <br /><br />TL;DR<br />Êtes-vous un ""Magicien-Solutionneur Extraordinnaire Archimaître ""de Python   <br />Qu'attendez-vous alors car la solution se trouve sous vos yeux   <br />N'hésitez plus, contactez-nous !","Etre ancré dans la réalité de nos clients et engagé auprès d'eux, quel que soit son métier, c'est ça être un vrai collaborateur Groupama Supports et Services.<br />Pour répondre à leurs attentes, postulez en nous indiquant ce qui fera de vous un vrai collaborateur Groupama.<br /><br />Sa filiale, Groupama Supports et Services, accompagne le Groupe dans son développement par la mise à disposition de son savoir-faire et de son expertise en matière de solutions informatiques, d'immobilier d'exploitation, de services généraux et d'achats.<br /><br />Dans le cadre de sa politique en faveur de la Diversité, Groupama étudie, à compétences égales, l'ensemble des candidatures dont celles de personnes en situation de handicap.","Êtes vous un développeur passionné(e) de Python   <br />(important : nous ne cherchons ni un Datascientist, ni un Dataengineer, ni un expert niveau MooC).<br />Si OUI, rejoignez-nous au sein de l'équipe ""Accélération Digitale"" de Groupama Supports et Services (G2S) pour concevoir des solutions innovantes capables de résoudre des problèmes complexes et créer de la valeur pour le business. <br />Notre promesse : des projets innovants et à la pointe (garantie 3 ans).<br />Important : nous ne cherchons ni un Datascientist, ni un Dataengineer, ni un expert niveau MooC).",A négocier
105,Ingénieur Système Big Data Junior F/H,DGA-MAITRISE DE L INFORMATION,101888,597152,"<p>Titulaire d’un diplôme de niveau BAC+5 (ingénieur, master 2, etc.), vous justifiez de compétences sur l’un ou plusieurs des sujets suivants :<br />Compétences techniques nécessaires<br />•    Maitrise de l’environnement linux, déploiement, sécurisation (Kerberos, …).<br />•    Maitrise des techniques de Scripting (Bash, Python, …).<br />•    Connaissance des principes de l’intégration continue et maîtrise de Docker.<br />Compétences techniques appréciées<br />•    Ecosystème Big Data (Hadoop, Spark, HBase, Elasticsearch, …)<br />•    Outils de déploiement (Ansible, Puppet, Kubernetes, …)<br />•    Outils de monitoring : collecte et restitution de métriques produites par les applications BigData déployées (type Prometheus, Ganglia, Nagios, Icinga…)</p>",<p>MINISTERE DES ARMEES - DGA MI</p><p>DGA-Maîtrise de l’information (ex CELAR)</p><p>A Bruz – 15 km de Rennes (35)</p><p>1500 collaborateurs</p>,"<p>Mission : La personne sera chargée de l’administration système des clusters, ainsi que des opérations de déploiement et de monitoring des architectures logicielles Big Data.<br />Mots clés : #big data #administration système #monitoring</p><p>Contexte :<br />Dans le cadre du renfort de ses activités de recherche et développement dans les domaines de la sécurité informatique et de la Cyberdéfense, les divisions « Sécurité des Systèmes d’Information » de la Direction Générale de l’Armement, site de Bruz (près de Rennes), recrutent un ou une ingénieur<br />Big data.<br />Le candidat devra posséder une forte culture de l’administration système, et une appétence marquée pour les technologies de l’écosystème Big Data, lui permettant de monter en compétence dans ce domaine.<br />Initialement centrée sur les problématiques de mise en place et monitoring de l’infrastructure Big Data, elle contribuera également à la sécurisation des clusters, et montera en compétences sur les différents composant logiciels à travers la mise en place d’une procédure d’intégration continue.  L’optimisation des clusters et des traitements fera partie du poste.</p>",A partir de 34 k€ brut annuel
106,Développeur C# F/H,AGH CONSULTING,101888,597152,"<p>De formation supérieure en informatique, vous avez déjà travaillé dans le domaine de traitement d’images, la reconnaissance automatique de caractères, le machine learning. Vous disposez d'au moins 3 ans d'expérience sur un poste simiiaire en développement C#.</p><p>Vous disposez de solides compétences en C#, IIS, SQL et idéalement en Multithreading, Java, Python.</p><p>Vous êtes curieux(se), méthodique et appliqué(e). Vous avez le goût pour l’amélioration de performances et la recherche constante d’optimisations.</p><p>De plus, vous avez l'esprit d'équipe – vous savez quand prendre l'initiative, et quand venir aider.</p>","<p><strong>AGH Consulting </strong>est un Groupe de Conseil et d’Ingénierie lancé en 2005.<br /><br />On parle beaucoup du Monde d’Après en ce moment, et il est nécessaire de se demander de quoi il sera fait. Depuis sa création en 2005, <strong>AGH Consulting</strong> travaille à imaginer l’avenir.</p><p>En France d’abord, à Paris, Marseille et Nantes, la marque s’est ensuite déployée sur d’autres continents aux Emirats Arabes Unis, au Maroc, en Espagne, en Belgique ou encore en Thaïlande.</p><p>Nous cherchons les managers de demain, issus d’un parcours d’excellence, avec un esprit agile et mordant ! Chez <strong>AGH Consulting</strong>, il est possible de commencer sa carrière à Paris, et de traverser les pays au fil des développements du Groupe.<br /><br /><br /> </p>","<p>Rejoignez l'un de nos clients leader sur son marché du traitement des flux d’informations et Business Process pour développer votre expertise en OCR et machine learning au sein d’un groupe innovant et ambitieux, leader sur son marché en France et en fort développement à l’international.</p><p>Votre mission en tant qu’ingénieur Développement C# (H/F) est de modéliser et de garantir les performances des traitements de lecture automatique de documents permettant d’automatiser la classification et l’indexation des données de nos clients Grands Comptes : Banque, Assurance, Télécom, Industrie, Services, Secteur Public…</p><p>Pour ce faire :</p><ul><li>Vous contribuez à la spécification fonctionnelle du projet en travaillant en lien avec le chef de projet d’assistance à maitrise d’ouvrage,</li><li>Vous identifiez les moteurs de reconnaissance nécessaires et modélisez les traitements de lecture,</li><li>Vous testez et estimez la performance de votre solution par des mesures statistiques,</li><li>Vous assurez le suivi de mise-en-production puis des demandes d’évolution et optimisations.</li><li>Œuvrant dans une équipe dynamique, vous prendrez part activement aux chantiers de structuration : méthodologie et industrialisation.</li></ul><p>Environnement technique: C# Framework 4.6 / Resharper  / IIS Client Lourd : Winform Client Web : Webservices, MySQL, Python, Java. Gitlab, Redmine.</p>",A partir de 35 k€ brut annuel
107,Ingénieur Big data F/H,ECONOCOM INFOGERANCE SYSTEMES,101888,597152,"<p>Niveau Ingénieur avec une expérience dans un contexte Opensource, avec maitrise de la stack technique demandée</p><p><br />Vous maîtrisez :<br />• Expertise en informatique, mathématiques et statistiques<br />• Maîtrise internet / BDD<br />• Maîtrise des langages de programmation (Java, Scala)<br />• Connaissance de l'entreprise<br />• Maîtrise des cadriciels (Hadoop, Spark, Hive, Storm, Pig)<br />• Communication écrite et orale</p><p><br />Lieu du poste : Strasbourg<br />Démarrage : Dès que possible<br />Contrat : CDI<br />Avantages :<br />Ticket restaurant, mutuelle/complémentaire santé, comité d'entreprise, RTT, Participation<br />Dispositifs de formation techniques et fonctionnels, Evènements collaboratifs, Dispositif de cooptation et de mobilité, Programme de qualité de vie au travail : santé, locaux, télétravail, services aux collaborateurs, engagements RSE, etc.<br />Le Groupe Econocom s'engage à promouvoir la diversité. </p><p><br />Si vous vous reconnaissez dans les 3 valeurs d'Econocom : Réactivité, Bonne foi et Audace ;<br />alors n'attendez plus et rejoignez-nous !</p><p> </p>","<p>En tant qu'acteur majeur des services , Econocom accompagne les entreprises en Europe dans leur transformation digitale. Nos collaborateurs apportent leur expertise autour des infrastructures (gouvernance et sécurité du SI, conseil et intégration, transformation vers le cloud, infogérance, maintenance critique) et des applications (digitalisation, nouveaux usages, collaboration, nomadisme, Big Data...).</p><ul></ul>","<p>Pour accélérer son développement, l'agence Econocom de Strasbourg recrute un(e) Ingénieur Big Data (F/H) pour un de ses clients grand compte basé à Strasbourg. </p><p>Vos missions : </p><p>• Valoriser les données </p><p>• Analyser les données </p><p>• Classer les informations recueillies en fonction des besoins </p><p>• Fournir des rapports </p><p>• Concevoir et gérer l'architecture Big Data </p><p>• Veille technologique </p><p>Environnement de travail : </p><p>• Expertise en informatique, mathématiques et statistiques </p><p>• Maîtrise internet / BDD </p><p>• Maîtrise des langages de programmation (Java, Scala) </p><p>• Connaissance de l'entreprise </p><p>• Maîtrise des cadriciels (Hadoop, Spark, Hive, Storm, Pig) </p><p>• Communication écrite et orale</p><p><br /> </p>",A partir de 25 k€ brut annuel
108,Ingénieur.e de Recherche en Intelligence Artificielle Embarquée F/H,THALES,101888,597152,"QUI ETES-VOUS ?<br /><br />Vous êtes issu.e d'une formation Bac+5 et vous avez un doctorat dans le domaine du calcul embarqué ?<br />Vous justifiez d'une expérience dans le développement logiciel et l'optimisation d'applications d'intelligence artificielle (réseaux de neurones profonds, techniques de parallélisation et d'optimisation, etc.) ?<br />Vous maîtrisez les flots de développement logiciel pour l'IA (e.g. TensorFlow, Nvidia, N2D2…) ?<br />Vous avez de bonnes connaissances des techniques d'optimisation logicielle (e.g. parallélisation, vectorisation, pipelining) et l'utilisation de librairies spécialisées de type OpenCV ou Nvidia ?<br />Vous savez développer dans différents langages de programmation parallèle comme OpenMP, CUDA et OpenCL, et maîtrisez le C/C++ pour l'embarqué (ainsi que les outils d'analyse et de debug correspondants) ?<br />Vous avez une bonne connaissance des architectures de calcul embarquées, et notamment spécialisées pour les applications d'intelligence artificielle ?<br />Vous aimez le travail en équipe ?","QUI SOMMES-NOUS ?<br /><br />Situé sur le campus de l'École polytechnique, au cœur du pôle scientifique et technologique d'envergure mondiale de Paris-Saclay, le site de Palaiseau regroupe les activités de Thales Research & Technology (TRT), le centre de recherche du Groupe, et de ThereSIS (THALES European REsearch center for Security & Information Systems) au service des activités mondiales du Groupe. Grâce à une politique de partenariat proactive avec le monde académique et un réseau international d'entreprises innovantes, nos équipes de recherche de TRT développent des technologies de rupture et celles de ThereSIS sont dédiées à la sécurisation des systèmes d'information, à l'ingénierie des systèmes complexes et aux technologies innovantes de la transformation numérique afin d'obtenir rapidement des résultats répondant à des demandes opérationnelles concrètes.<br /><br />Dans le Groupe de Recherche Sciences et Techniques de l'Information (STI), le laboratoire de Calcul Hautes Performances (LCHP) est un laboratoire de recherche du groupe Thales qui a pour mission principale de fournir aux entités du Groupe une expertise et des innovations dans le domaine des architectures embarquées hautes performances. Les architectures sont de plus en plus complexes, parallèles et hétérogènes. Les contraintes de l'embarqué (SWaP : Taille, Poids, Puissance, Performance / Watt, Temps-Réel, …) sont au cœur de nos préoccupations.<br /><br />Dans ce cadre nous recherchons un.e :<br />Ingénieur.e de Recherche en Intelligence Artificielle Embarquée (H/F)<br />Basé.e à Palaiseau (91)","CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE :<br /><br />Rattaché.e au responsable de laboratoire Calcul Hautes Performances, vous serez en charge du développement de solutions IA pour l'embarqué.<br /><br />Dans ce contexte, vos principales missions seront :<br />Développer et optimiser des applications d'intelligence artificielle basées sur les données (réseaux de neurones profonds) ou symbolique pour des cibles matérielles embarquées sous des contraintes de SWaP (surface, poids et consommation d'énergie) ;<br />Evaluer et analyser des nouvelles solutions de calcul pour l'IA, allant des outils de programmation (e.g. autoML) jusqu'aux architectures de calcul matérielles (e.g. Nvidia Ampere, Xilinx Versal, GAP9, etc…) ;<br />Optimiser des applications Thales pour des architectures embarquées parallèles ;<br />Monter et coordonner des projets internes avec d'autres entités du groupe, ou des projets de recherche européens et nationaux ;<br />Publier et présenter lors de conférences internationales vos résultats de recherche ;<br />Faire connaitre notre expertise dans le Groupe et à l'extérieur par des présentations et des démonstrateurs ;<br />Savoir écouter les besoins des entités du Groupe ;<br />Contribuer à la définition de nouveaux sujets de recherche, à la proposition de solutions innovantes et à la mise en œuvre de ces dernières.<br /><br />La perspective de devenir expert en IA embarquée pour le groupe Thales vous motive ? Alors rejoignez-nous en postulant à cette offre.<br /><br />Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd'hui.",A négocier
