,intitule,entreprise,Type Contrat,Niveau Experience,texte
210,UN ALTERNANT – DATA ANALYST (H/F),Sanofi,,,"SANOFI a pour ambition d'être un Leader Mondial et intégré de la Santé, centré sur les besoins des patients.
Rejoignez SANOFI et prenez part à notre ambition : protéger la santé, apporter l'espoir et améliorer la qualité de vie des sept milliards de personnes dans le monde.
Grâce à un environnement dynamique et diversifié, nous vous offrons des opportunités de développer vos compétences, réaliser vos objectifs et apporter votre contribution à des innovations capitales en matière de santé.
Dans ce contexte, Sanofi Chimie recherche :
UN ALTERNANT – DATA ANALYST (H/F)
Site d'Aramon (30)
Descriptif de la mission
Au sein du service Projet Digitalisation Industrielle de Sanofi Chimie et en lien avec votre tuteur, vous apporterez votre support à la mise en œuvre des projets de transformation digitale des activités industrielles du site.
Dans ce cadre, vos missions consisteront à :
Soutenir le Chef Projet Digital dans le déploiement des outils digitaux sur le site ainsi que dans l’analyse de la performance de ces derniers,
Réaliser les extractions des données sur les divers systèmes informatisés du site,
Assembler et analyser les données de manière structurée afin d’en faciliter l’exploitation,
Proposer une standardisation des analyses de données et des indicateurs de performance de la transformation digitale du site.
Profil recherché :
Vous recherchez un contrat en alternance d'une durée de 12 à 24 mois , débutant en Janvier 2021 dans le cadre d'une formation de niveau Bac+5 en Analyse de Données ou en Big Data de type Ecole d'Ingénieur ou Université .
Pour ce poste, vous justifiez d'une première expérience ou de connaissances dans les domaines de la Big Data et de l’ Intelligence Artificielle.
Pour cette alternance, votre capacité d'organisation, votre rigueur et votre esprit analytique vous permettent de mener à bien vos missions. Ouvert(e) d'esprit, vous aimez travailler en équipe et interagir sur des sujets transverses.
Vous souhaitez en parallèle de vos apprentissages théoriques, les mettre en pratique immédiatement en entreprise, merci de nous transmettre vos CV et lettre de motivation.
Chez Sanofi, la diversité et l’inclusion sont au cœur de notre fonctionnement et sont intégrées à nos Valeurs fondamentales. Nous sommes conscients que pour exploiter véritablement la richesse que la diversité nous apporte, nous devons faire preuve d'inclusion et créer un environnement de travail où ces différences peuvent s'épanouir et être développées pour améliorer le quotidien de nos collègues, patients et clients. Nous respectons et valorisons la diversité de nos collaborateurs, leurs parcours et leurs expériences dans un objectif d’égalité des chances pour tous. Dans le cadre de son engagement diversité, Sanofi accueille et intègre des collaborateurs en situation de handicap.
At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.
As part of its diversity commitment, Sanofi is welcoming and integrating people with disabilities."
211,Data Analyst h/f / Freelance,Ela Technology,,,"Ela Technology est à la recherche d’un(e) Consultant Data & Décisionnel h/f ayant: - une forte expérience en manipulation de données : maîtrise du SQL et de l’utilisation d’ outils d’ analyses de données (COGNOS, SAS, Power BI, Tableau ) - une bonne connaissance des métiers de l’assurance Vie et de la Prévoyance CONTEXTE : Notre client conçoit et gère des solutions d’assurance à destination de la clientèle des particuliers grand public et gestion privée, des professionnels, des agriculteurs, des entreprises et des associations. La mission se déroulera au sein de la Département Data & Décisionnel. OBJECTIFS : En charge de la relation avec la MOE, les métiers du client et les partenaires externes sur les aspects techniques et fonctionnels, le consultant participera activement à l’activité RUN du département Data & Décisionnel 1) Support aux utilisateurs / Gestion des évolutions Il sera responsable du pilotage des travaux afférents à ces activités et de la bonne adéquation des livrables avec les exigences client : - Analyser les besoins et spécifier les travaux à réaliser (Support / Corrections / Evolutions) - Se coordonner au sein du département, le tout en relation avec les métiers - Piloter les travaux de recette - Concevoir de rapports COGNOS ou des requêtes avancées 2) Suivi de production - Suivre des chargements - Réaliser les contrôles de bonne fin - Envoyer les communications aux métiers"
212,Data Analyst (stage) F/H,Oney,Stage,,"Plus qu’un poste…une mission pour vous !
Et quelle mission !
Positionner la connaissance client au cœur des stratégies afin de développer le business, d’accompagner le développement de l’entreprise, et de garantir la maîtrise du Risque de crédit sont les raisons d’être de notre Direction Connaissance Client et Risque.
Acteur complémentaire et indispensable des équipes Data Recouvrement, voici ce que nous te proposons :
Conception de reportings pour suivre les KPIs de l’équipe/ du domaine : définition des indicateurs clés, validation des expressions de besoin, construction dans l’outil de datavisualisation
Réalisation des études nécessaires pour comprendre les comportements de nos clients, leur parcours et pour analyser la performance de nos systèmes de recouvrement.
Capitaliser sur ces études pour proposer des améliorations de nos modèles d’aide à la décision
Contribuer à la transformation de nos outils Data – base de données, outils de décision et de visualisation.
Formaliser et former à l’utilisation des reportings
Votre positionnement transversal dans l’entreprise, vous amène à travailler en étroite relation avec les métiers de la donnée, mais aussi de la finance, du commerce, du marketing, de la relation client et de l’informatique.

Ce qui nous plaira le plus chez vous :
C’est vous-même ! Alors bien évidemment on vous préférera rigoureux, efficace, ouvert, agile et dynamique car c’est ce qui vous permettra de mener au mieux votre mission. Dans votre bagage, on aimerait y trouver des notions en SAS, une capacité de remise en cause de l’existant et une forte envie d‘innover avec nous.
Ce qui vous plaira le plus chez nous :
Oney innove pour ses clients depuis plusieurs années…et ça marche !
Chez Oney, nous pensons que le succès se partage…et vous ?
Nous avons plein d’ambition pour nous …et donc pour vous !"
213,STAGE - DATA & BUSINESS ANALYST,Chanel,,,"MISSION GENERALE
Au sein du Service Contrôle de Gestion Mode Europe, vous êtes rattaché(e) au pôle Retail Chiffre d'affaires. L'offre est à pourvoir en stage ou en alternance à partir de janvier 2020 .
ATTRIBUTIONS GENERALES
A ce titre, vos missions principales seront les suivantes :
Apporter une valeur ajoutée en matière d'analyse des données :
data management
développement de robots/macros de traitement des données
automatisation et amélioration des systèmes de reporting
Suivre et analyser la performance du business Mode en Europe : diffusion quotidienne au management et élaboration d'analyses hebdomadaires et mensuelles
Etre un interlocuteur privilégié pour les Boutiques, veiller à l'application des règles de gestion en Boutique
Garantir l'intégrité des informations financières au sein des systèmes d'informations Boutiques
Participer à des analyses et des présentations stratégiques pour le top management
PROFIL
Etudiant(e) en grande école de commerce ou d’ingénieur, avec une spécialisation en finance d'entreprise, vos stages antérieurs vous ont permis de vous initier au contrôle de gestion et/ou de confirmer votre attrait pour les chiffres.
Vous êtes reconnu(e) pour vos qualités en matière de :
Rigueur et esprit de synthèse
Autonomie
Curiosité
Implication
Gestion des priorités
Bon relationnel
Vous maîtrisez parfaitement Excel et PowerPoint
Vous vous intéressez aux domaines du luxe, de la mode et de la haute couture.
Vous vous intéressez aux domaines de la programmation informatique et de la robotique.
Vous parlez Anglais couramment.
LIEU
PARIS"
214,Data Analyst (Stage),Fideliz,Stage,,"Le poste
En tant que stagiaire Data Analyst, vous utilisez des outils et des techniques statistiques afin d’organiser, de synthétiser et de traduire les informations pour faciliter la prise de décision. Vos analyses s’appuient sur une compréhension fine des métiers et en particulier des activités marketing (parcours et interactions clients, campagnes marketing, opérations commerciales, produits et services proposés).
Les missions
Vous produisez des insights pertinents pour en tirer des enseignements métiers, levez des alertes dans le cadre de certains reportings d’activités à forte valeur ajoutée.
Vous automatisez la production de tableaux de bord.
Vous mettez en place des solutions de Dataviz et vous assurez de leur évolution.
Vous interprétez les résultats en regard des actualités métiers.
Vous
Vous cherchez un stage de fin d’études, Bac+4/5 en statistiques / économétrice / data science.
Votre capacité à comprendre des enjeux et problématiques métiers vous permet d’en déduire des plans d’analyse.
Vous êtes dotés de très bonnes capacités analytiques et reconnu pour votre grande rigueur.
Vous faites preuve de bonnes capacités de synthèse écrite et orale.
Vous maîtrisez le langage SQL.
L’aisance avec un langage de script tel que Python est appréciée.
La maîtrise du Pack Office et notamment Excel et PowerPoint est un plus."
215,Data Analyst Senior H/F,RSM France,CDI,,"RSM Paris
RSM à Paris, cabinet d’audit, d’expertise comptable et de conseil, de 500 collaborateurs, basé à Paris, intervient sur une clientèle diversifiée de PME, d’ETI et de sociétés cotées, françaises et internationales.
RSM Paris est membre de RSM France et de RSM International, 6ème réseau mondial d’Audit, d’Expertise et de Conseil accompagne les entreprises de croissance dans leurs enjeux quotidiens. 1 100 personnes en France, 41 000 à l’international.
RSM à Paris est organisé autour de 4 pôles opérationnels : Audit, Expertise, Conseil, Corporate Finance.
Créé en 2011, et rattachée au Pôle Conseil (180 personnes), l’activité IT & Risk Advisory a vocation à répondre aux problématiques rencontrées par nos clients selon 3 axes majeurs :
La fiabilité des processus et la sécurité de l’information ;
La performance des processus et la transformation des organisations ;
Les investigations liées aux litiges et aux fraudes.
Notre Département IT & Risk Advisory, composé de 20 personnes, recrute des consultants ambitieux et désireux de contribuer au développement de cette activité.
Cette équipe s’inscrit par ailleurs au sein des offres Risk Advisory Services (RAS) et Technology Management Consulting (TMC) de RSM au niveau international composées de plusieurs centaines de collaborateurs en Europe et plusieurs milliers au niveau mondial.
Poste
Pour accompagner le développement de son activité IT & Risk Management, RSM Paris recrute un(e) Data Analyst Senior.
Rattaché(e) à un Manager ou en autonomie (selon séniorité), vous serez un véritable expert, fournisseur incontournable de services d’analyses de données, pour les autres consultants de RSM en France et / ou directement pour les clients.
A ce titre, vos missions porteront principalement sur les objectifs suivants :
Compréhension des environnements métiers et informatiques des clients ;
Analyse de la qualité et de l’intégrité des données ;
Développement de scripts d’analyse de données : SQL, R, Python, Galvanize, Alteryx...
Contribution à des projets de Business Intelligence : PowerBI, Qlik, Tableau... ;
Analyses des résultats produits ;
Participation à la rédaction de rapports d’analyse et présentation des outils et résultats d’analyse à nos clients ;

Par ailleurs, vous participerez à l’élaboration et au développement d’une offre de prestations d’analyse de données à usage interne et externe.
Vous serez également acteur de la formation et de l’accompagnement des autres consultants sur ces sujets.
Vous aurez aussi l’opportunité de participer à des missions de conseil, en intervenant sur des projets informatiques, des missions de transformation et de conduite du changement.
Vous serez formé(e) à nos méthodologies et vous aurez l’opportunité de travailler pour une clientèle diversifiée, de sociétés, cotées ou non, françaises et internationales, du secteur public comme du secteur privé.
Ce poste est évolutif et à pourvoir rapidement.

Profil
De formation supérieure en Système d’Information (école d'ingénieurs, MIAGE…), vous avez acquis, depuis votre formation, une expérience confirmée dans des environnements différents (cabinet d’audit, de Conseil ou grande entreprise).
Vous savez :
programmer, développer des scripts
manipuler des données
Vous avez un sens critique des résultats obtenus,
Vous maîtrisez les bases de l’analyse de données.
Une double compétence en Gestion et/ou en statistique serait un plus.
Vous avez travaillé sur des outils :
d’analyses de données tels que SQL, R, Python, VB ou encore Galvanize (ACL), Alteryx, et
de visualisation tels que PowerBI, Qlik ou Tableau.
La maîtrise de l'anglais à l'oral et à l'écrit et la pratique opérationnelle d’une troisième langue sont des atouts supplémentaires.
Vous aimez travailler à l’interface de la technique et du métier, vous êtes doté d’un bon relationnel vis-à-vis de tous les types d’interlocuteurs.
Vous souhaitez par ailleurs vous investir dans le projet de développement d’un pôle d’activité à forte croissance.

Postuler :
Je postule Voir toutes les offres"
216,Stage Data Analyst domaine de l'expérience client F/H,Orange,,,"Au sein de l'équipe du centre de compétence Digital Analytics dédiée à l'ensemble des projets et des filiales pays du groupe Orange, vous serez en charge d'accompagner la collecte et l'analyse des données digitales de l'écosystème Orange. Ce stage est complet car il comporte également un aspect technique de collecte des données
Vous interagirez avec les équipes du groupe qui développent des solutions de type portails web et applications mobiles de la marque, boutiques en ligne, espaces-client, moteurs de recherche ou moteurs de localisation de points de vente pour assurer la collecte et l'analyse de données sur ces solutions.
Vous vous appuyez sur les compétences présentes dans l'équipe afin de monter en compétence sur les outils de collecte et d'analyse, prendre en charge la conception et la recette de plans de marquage, produire des analyses web analytics ponctuelles ou récurrentes, construire des dataviz, paramétrer des outils (web analytics et Tag Management System notamment) et gérer les permissions des utilisateurs.
Vous avez également un rôle dans la documentation des process et des plans de marquage nécessaires à la capitalisation et au bon fonctionnement de l'équipe.
Stage conventionné à temps plein à compter de janvier 2021.
about you
Vous préparez un BAC +5 en école de commerce, école d'ingénieur, université ou équivalent avec option web/data analyst.
Vous êtes orienté-e Data et Digital. La connaissance d'un outil d'analyse digitale (Google Analytics) et d'un Tag Management System (Google Tag Manager) est un plus. Vous avez des connaissances de base en gestion de projet. Vos qualités : rigueur, curiosité, fiabilité. Vous vous épanouissez en équipe et vous aimez travailler en transverse. Anglais courant à l'écrit et à l'oral. Maitrise des outils du Pack Office. Qualités rédactionnelles.
additional information
Ce stage vous apportera une première expérience sur le domaine de la donnée au sein d'un groupe à dimension internationale (8 pays en Europe, près de 20 pays sur la zone Middle East Africa).
Pour sa 6ème participation à l'enquête Happy Trainees Orange arrive à la 1ère place du classement dans la catégorie des entreprises accueillant plus de 1000 étudiants par an.
Ce label #HappyTrainees 2020 récompense la qualité de l'accompagnement par les tuteurs et l'intérêt de la mission proposée aux stagiaires et alternants, accueillis dans le Groupe en 2019.
Dans l'enquête HappyTrainees 2019, Orange enregistre une note de 4,12 sur 5, un taux de recommandation de 92% et une participation de 53%.
department
Rattachée à la Direction de la Transformation, la Direction CXO a pour principale mission au sein du Groupe de veiller à l'excellence de l'expérience client et au développement de la relation client, avec l'objectif d'apporter aux filiales du Groupe un support opérationnel et stratégique pour être plus efficient sur l'ensemble de la chaîne d'expérience client.
contract
Internship
Duration : 6 mois
Level : Bac+5, Bac+4"
217,STAGE/ALTERNANCE Data Analyste,Electro Depot,"Stage, Apprentissage, Contrat pro",,"STAGE/ALTERNANCE Data Analyste
Qui sommes-nous ?
ELECTRO DEPOT, filiale du groupe HTM, a ouvert de nouveaux horizons dans le monde de la distribution spécialisée avec un concept inédit en électroménager : Proposer des gammes courtes, percutantes et disponibles immédiatement dans nos 95 magasins-dépôts en Europe. Notre devise : ""Des prix mais pas seulement"".
Description du poste
Le pôle Data & CRM au sein de la Direction de la Marque recherche un(e) Stagiaire/Alternant Data Analyste pour une durée de 6 mois minimum ou en alternance pendant 12 à 24 mois à partir du début d’année 2021
Vous aurez les missions suivantes :
Passer en revue les sources de données, contrôler la fiabilité des données de notre entrepôt de données
Création de tableaux de bord internationaux avec des outils de data visualisation
Diverses études concernent les clients, les produits, l’implémentation
Mise en place de tableaux de bord issus des données de l’alliance VALIUZ
Analyser la performance d’action commerciale
Analyser les données web
Qualifications
D’une formation niveau Bac+4 ou Bac+5 dans le domaine des Statistiques avec une réelle motivation pour le secteur de la Distribution.

Vous savez faire preuve de pragmatisme, vous êtes analytique, agile et avez une réelle sensibilité chiffres. Votre savez extraire d’une grande quantité de données des recommandations claires et structurées.
Votre diplomatie, votre humilité et votre sens du relationnel vous permettent de communiquer et de convaincre en management non hiérarchique.
Vous avez connaissez :
Python, SQL
Au moins un outil de reporting (Data Studio, Tableau, Power BI) est un plus
La plateforme DataBricks est un plus (Spark)
La pratique de l'anglais."
218,Data Analyst en alternance/stage (H/F),Mydral,"Stage, Apprentissage, Contrat pro",,"Qui sommes-nous ?
Notre ADN en tant que Data Company réside dans l’utilisation de l’analytique comme levier de transformation de l’entreprise.
Pionniers en Analytics, Big Data et Intelligence Artificielle, notre mission est de démocratiser des solutions innovantes de Data Prep et de Data Viz en les rendant accessibles à tous. Nous aidons les entreprises à valoriser et à comprendre les données qui les entourent.
Nous intervenons sur tout le cycle de valorisation de la donnée : Data Gouvernance, Data Preparation, Data Science, Data Visualisation et Stratégie Business.
Mydral rassemble une communauté d'experts passionnés par les sujets Data prêts à sortir des sentiers battus pour résoudre les problèmes complexes. Le rôle de chaque collaborateur est de comprendre les enjeux et les objectifs des clients de tous secteurs.
La politique d’embauche de Mydral vise à améliorer la représentation des personnes handicapées au sein de ses effectifs.

Quelles sont les missions proposées ?
Sous la supervision du Directeur de l’innovation, vous travaillerez entre autres sur des projets de Data Visualisation, Data Modeling, Data Refining, Data Collecting, Data Enrichment, Open Data & Big Data Analysis. Vos missions seront :
Analyser et transformer des données sourcées ;
Vérifier la qualité des données ;
Construire des KPI ;
Réaliser des tableaux et des bilans sur l’ensemble des données d’un client, etc.
Intervenir sur des projets de développement de marque, de création de contenu sur Tableau Public, ou pour des vidéo training Tableau ou DataRobot sur Mydral TV ( https://www.youtube.com/channel/UCpJqoSrQX5b0PRf0H6VRhdg/videos ) ;
Participer à des projets d’enablement des projets Marketing, events / webinars sur des sujets liés à la Data ( https://www.mydral.com/nous-suivre.html ).
Quel est le profil recherché ?
Etudiant(e) en Master 1 ou 2 en école d’ingénieurs ou dans un cursus équivalent à l’université, vous recherchez une alternance sur 12 mois minimum ou un stage de 6 mois minimum.
Vous avez des compétences techniques basiques en Tableau Software, Hadoop, R, SQL, Java Script, Html5, etc.
Vous vous intéressez à la Business Discovery, Data Discovery, Data Cleansing, etc.
Vous aimez les challenges, le travail en équipe, et souhaitez exceller dans un univers disruptif.
Vous êtes smart, réactif, force de proposition et curieux. Vous avez développé un fort sens de la qualité de vos prestations et de bonnes compétences à l’oral et à l’écrit.
Qualités indispensables : autonome, rigoureux, fiable, organisé et SYMPA !"
219,DATA ANALYST (H/F),Groupe SEB,,,"MISSION :

Nous recherchons un(e) Data Analyst pour rejoindre notre filiale française, basée au siège mondial du Groupe SEB à Ecully (proche de Lyon).
A ce titre, vous aurez comme rôle principal d’exploiter les data afin de contribuer à la mise en place de la stratégie commerciale de Groupe Seb France.

Vos missions s’articulent autour de trois axes principaux :

Tableaux de suivi/Dashboard :
Vous définirez, créerez et mettrez à jour des tableaux de suivi à partir des données disponibles à destination des Category Managers, des équipes Commerce et Marketing produits
Vous construirez et approfondirez, en fonction des enjeux catégoriels, l'analyse de certaines actions spécifiques menées par les Category Managers et Key Account Managers (opérations promotionnelles majeures, loyalty program, etc.) à partir des données disponibles (data-crunshing, données panel, etc.
Accompagnement et formation :
Vous veillerez à l’amélioration continue des différents suivis de la performance
Vous aurez en charge la réalisation des nouveaux suivis/solutions/analyses pour toujours mieux piloter la performance des catégories
Analyses ad hoc :

Vous travaillerez avec l'ensemble des membres de l'équipe afin d'intégrer aux analyses l’ensemble des problématiques métiers
Vous collaborerez avec l'ensemble des fonctions de Groupe Seb France Marketing et Commerce afin de déployer la culture analytique nécessaire à la connaissance du marché et de nos performances
Vous aurez un rôle de Key User sur un/plusieurs outils : en tant qu'expert, vous accompagnerez les équipes dans l'utilisation de l'outil pour en faciliter l'exploitation et faire monter en compétence les utilisateurs
Vous assurerez l’autonomisation des équipes Marketing et Commerce sur les principaux outils analytiques pour suivre la performance de Groupe Seb France sur les catégories

PROFIL :

De formation Bac+5 en Marketing et/ou Statistiques, vous avez une expérience réussie de 3 ans minimum sur un poste similaire au sein d’équipes marketing/service études/marketing promotionnel.

Vous avez une bonne connaissance du Pack Office et maitrisez Excel.
Vous avez de solides connaissances dans le recueil de données, idéalement dans un écosystème varié.
Vous êtes à l’aise avec les outils informatiques.

Vous faites preuve d’organisation, de rigueur et d’une forte capacité à prioriser.
Votre réactivité, prise d’initiative et force de proposition vous permettront de mener à bien les missions confiées.

Vos qualités relationnelles, votre flexibilité et votre capacité d’adaptation vous permettront de dialoguer positivement en interne avec l’ensemble des services concernés.
Votre anglais est courant."
220,Data Analyst confirmé - F/H,ATECNA,,,"Descriptif du poste
Dans le cadre de ta mission de Data Analyst, tu devras assurer :
La récupération et gestion de la data issue de l’activité du client, afin de la rendre exploitable selon les besoins
La définition et mise en place du suivi des OKR
La création et mise en production de reportings sous R / R Shiny
La contribution à la connaissance client par des études ad hoc
L’alimentation de l'outil de gestion de campagne avec la création de nouveaux indicateurs
Enjeux :
Devenir référent Data au sein de l’équipe RH+
Etre force de proposition
S’imposer comme un interlocuteur privilégié des différents métiers, de comprendre leurs besoins et être capable de les retranscrire en problématiques orientées data
Prioriser au bon niveau les différentes demandes
Profil recherché
Formation Bac+5, dans le domaine de la data ou statistique, tu justifies d’une première une expérience significative en tant que Data Analyst ou dans le Décisionnel.
Forte capacité d’analyse fonctionnelle et prise d’initiative, les challenges ne te font pas peur
Tu es capable vulgariser ton discours auprès de tes interlocuteurs, tu possèdes une vision user-centric
Doté d’une rigueur tout terrain, tu as une appétence pour la gestion de projet
You speak english well of course
Ton apport technique :
Solides compétences en R / R Shiny ainsi qu’en SQL et MongoDB
Connaissance de l’environnement Dataiku DSS serait un plus
Postuler
Entreprise
Atecna Paris recherche activement un(e) Data Analyst pour rejoindre notre communauté Performance Digitale : 11 atecniens (data analyst, e-merchandisers, expert SEO, web analystes) mutualisent leurs connaissances et expériences pour grandir et anticiper les enjeux de demain.
Intégré(e) directement au sein des équipes de nos clients (annonceurs) tu les accompagnes à atteindre leur objectif de performance financières en déployant des stratégies smart, éthiques et durables sur les leviers de la performance digitale.
Ta mission de Data Analyst ?
Accompagner notre client grand compte à compter de Fin janvier 2021.
Tu travailleras avec les équipes de développement et les product manager pour des activités de reporting et des analyses de besoin.
Autres offres de l'entreprise"
221,Data Analyst - Team Leader H/F,OVHcloud,,,"Ref
0000J1318
CDI
Paris
Roubaix
France
#Team
“CIO”, the equivalent of IT Department is organized in 6 “Units”: Corporate Tools, Digital Tools, Digital Core, Global Infrastructure and Services, Security, Architecture &Data Office.
As Data Analyst, you will be working in the “Architecture &Data Office” unit, in the BI squad and reporting, either to the unit lead or squad lead.
As Team Lead, you will be managing 4-5 Data Analyst.

#Role
You will be:

•Conducting full lifecycle analysis to include requirements, activities and design
•Acquiring data from primary or secondary data sources and maintaining databases,
replication jobs
•Developing and implementing data collection systems, data analyses or dashboards
and reports
•Interpreting data, analyzing results and presenting reports / dashboards to the key
users
•Managing MRO (maintain, repair and operations)
•Monitoring performance and quality control plans to identify improvements
•Documenting your work and keeping documentations updated.

#Profile
We are looking for a passionate and experienced Data Analyst with:
•Proven working experience as a data analyst or business data analyst (6-7 years at minimum)
•Management: 3 years minimum •
Technical expertise regarding data models, database design development, data mining and segmentation techniques
•Strong knowledge of and experience with reporting packages
•Mindset: Team player, appetite for delivery, quality, method and willing to promote to
colleagues
The successful candidate will turn data into information, information into insight and
insight into business decisions.
Technical Skills : •
Database:
SQL (SQLServer), Dremio, Dataiku, Big Data technologies (key differentiator)

• ETL:
Stambia, Talend, Informatic

• Reporting:
Tableau Software, Qlik Sense, Power BI, Business Objects, Cognos BI
Vos avantages
13e mois
Tickets ou Restaurant d'entreprise
Conciergerie
Salle de sport ou abonnement
Crèche d'entreprise
Mutuelle
Participation
Prévoyance"
222,Data Analyst H/F,UNLCK,40 000 € - 50 000 € par an - CDI,,"Contexte
Vous êtes Data Analyst, vous cumulez au moins deux ans d’expérience professionnelle et vous recherchez une nouvelle aventure Data ?
Rejoignez cette startup française en place depuis 5 ans et spécialisée dans la récolte et l’analyse de dédiée aux comportements des consommateurs. Leurs clients se composent, entre autres, de prestigieuses société de E-Commerce et leur technologie continue d’évoluer à vitesse grand V !
Afin d’accélérer le développement et le déploiement de leur produit, ils souhaitent élargir l’équipe tech en recrutant un Data Analyst expérimenté en CDI.
Responsabilités
Au sein de l’équipe tech – qui compose aujourd’hui 5 développeurs – et sous la responsabilité du CTO, vous serez en charge de :
l’assainissement et l’exploitation des données à travers de multiples canaux d’acquisitions
Participer aux réflexions sur le stockage et la disponibilités de la Data
Faire évoluer l’infrastructure en place
Normer les procédures
Faire le lien avec les différents métiers de l’entreprise
Stack : Python, Ruby, RoR, PostgreSQL, AWS, SnowflakeProfil
Vous êtes diplômé d’un cursus bac+5 (Ecole d’ingénieur ou Master)
Vous avez au moins 2 ans d’XP sur des responsabilités similaires
Vous avez d’excellentes compétences orientée Data (Python, SQL, PostgreSQL, bases No SQL)
Vous avez de bonnes notions en mathématiques, algorithmes et modélisation de données
Avantages
Entreprise résolument Tech avec un important challenge technique
Société + technologie + équipe technique particulièrement reconnus sur le marché
Locaux dans le centre de Paris
Equipe dynamique & perspectives d’évolutions
Type d'emploi : CDI
Salaire : 40 000,00€ à 50 000,00€ par an
Avantages :
Participation au Transport
Titre-restaurant
Rémunération supplémentaire :
Primes
Expérience:
data analyst h/f ou similaire: 2 ans (Souhaité)
Télétravail:
Temporairement en raison du COVID-19"
223,ALTERNANCE ASSISTANT BUSINESS & DATA ANALYST (H/F),Verisure par Securitas Direct,"Temps partiel, CDI, Apprentissage, Contrat pro",,"Devenez notre prochain Alternant Assistant Business & Data Analyst (H/F) ! Verisure ce n’est pas simplement l’alarme de votre voisin c’est surtout : – Le n°1 en Europe du marché de la sécurité des biens et des personnes – Plus de 400 000 clients – Une entreprise avec 20% de croissance par an – Plus de 2800 collaborateurs passionnés et engagés – Une présence dans 17 pays – Plus de 83 agences en France. En recherche constante de nouveaux talents, le groupe accorde une grande importance aux perspectives d’évolution qu’il offre à ses collaborateurs et recrute, dans le cadre de sa croissance un Assistant Business & Data Analyst (H/F)- Alternance .

Poste :
En qualité d’Assistant Business & Data Analyst vous intégrez la Direction de la Télésurveillance. Au sein du service Planification & Statistique, vous travaillerez avec les équipes opérationnelles pour leur apporter les bons reporting & analyses servant au pilotage et à l’amélioration de la performance du service. Votre objectif est d’améliorer la connaissance de l’activité par vos analyses et de trouver des gains d’amélioration de la performance. Vous aurez pour missions principales :
Construction des dashboards (tableaux de bord de pilotage) et des outils de reporting, en collaboration avec les Data Analyst transverses.
Production d'analyses ad-hoc pour trouver des gains de performance sur l'activité de la Télésurveillance.
Effectuer les tâches d'extraction, de traitement, d'analyse et de visualisation de données afin de générer des statistiques fiables et faciles à comprendre.
Automatiser les tâches récurrentes de préparation et de traitement des données pour gagner en productivité.
Contribution à la mise en oeuvre et aux évolutions des outils et process. Durant votre mission vous serez essentiellement amené à utiliser les outils suivants : Excel, SQL, Power Pivot, Power Query, Power B.I. Bon niveau d’anglais souhaité (contexte international).

Profil :
De formation supérieure en statistiques, en mathématiques ou école d’ingénieur, vous justifiez idéalement d’une première expérience en stage ou en alternance. Votre esprit de synthèse, votre rigueur et votre curiosité vous permettent de donner une portée stratégique et business à vos analyses. Vous savez faire parler les chiffres et les communiquer de façon pédagogue. Si, en plus, vous souhaitez découvrir une ambiance de travail en mode agile et être confronté(e) à de nombreuses problématiques alors n'hésitez pas... Rejoignez-nous ! Casier judiciaire vierge exigé."
